"","X","runnum","n","spreadern","ntype","ptrustavg","passlimit","accpthres","itrustavg","stepsn","fininitval","X","agents.n","links.n","spreaders.avglinks","ambiv.n","ambiv.avglinks","ambiv.cluster.coeff","ambiv.betweenness","ambiv.eigencent","ambiv.pgrank","ambiv.closeness","rej.n","rej.avglinks","rej.coeff","rej.betweenness","rej.eigencent","rej.pgrank","rej.closeness","aa.n","aa.avglinks","aa.coeff","aa.betweenness","aa.eigencent","aa.pgrank","aa.closeness","as.n","as.avglinks","as.coeff","as.betweenness","as.eigencent","as.pgrank","as.closeness","believers.n","misinfo.avgexpose.n"
"1703",1703,1703,125,10,"""scale-free""",25,1,25,75,500,"count turtles",1703,125,124,1.4,33,2.42424242424242,0,595.69696969697,0.118464982361312,0.00937363355860914,0.190248662280325,6,1.83333333333333,0,179.833333333333,0.0469088665743077,0.00757575914622073,0.17405312838557,8,1.875,0,122,0.0627772632757305,0.00783375501805441,0.180007449612281,78,1.82051282051282,0,177.217948717949,0.0724747320676484,0.00746853201979665,0.183574889754686,44,0.992
"1704",1704,1704,125,10,"""scale-free""",25,1,25,75,500,"count turtles",1704,125,124,2.9,35,1.74285714285714,0,215.2,0.0844096951347628,0.00706739439980542,0.203925757079468,6,3.5,0,1069.5,0.13780516575016,0.0129910653201622,0.227466327788945,7,1.42857142857143,0,52.5714285714286,0.0568480815558944,0.00628179693412771,0.191690867611446,77,2.02597402597403,0,236.142857142857,0.0701128903669081,0.00819119773437588,0.19671796930615,40,0.848
"1705",1705,1705,125,10,"""scale-free""",25,1,25,75,500,"count turtles",1705,125,124,1.6,35,1.68571428571429,0,222.485714285714,0.0601213411889145,0.00690380241784046,0.182501925952928,5,1.2,0,24.6,0.104066880653629,0.00509270433159703,0.195667447797111,7,2.57142857142857,0,993.142857142857,0.106936722815341,0.00969758371644654,0.19592809003781,78,2.11538461538462,0,258.615384615385,0.0864826550423556,0.00852590138080093,0.188788577194202,45,1.016
"1706",1706,1706,125,10,"""scale-free""",25,1,25,75,500,"count turtles",1706,125,124,3.4,34,2.38235294117647,0,361.088235294118,0.104999963044762,0.00931846519513112,0.189997378703359,5,2.2,0,263.6,0.100304209316768,0.00875226444978226,0.194168642581451,6,2.16666666666667,0,314.833333333333,0.0262770032618584,0.00860012257343288,0.173001582412805,80,1.7875,0,261.825,0.0488833013211528,0.00734762657095041,0.180640094373058,37,0.96
"1707",1707,1707,125,10,"""scale-free""",25,1,25,75,500,"count turtles",1707,125,124,2.1,35,1.51428571428571,0,192.085714285714,0.0284200144289302,0.00641226821224284,0.164044595465766,8,1.25,0,75.375,0.104833907079516,0.00529596916517818,0.1862006203836,6,1.83333333333333,0,220,0.0704822510410468,0.00732838558680257,0.188670827610122,76,2.28947368421053,0,377.526315789474,0.0757903404572932,0.00906884928591131,0.183640419157444,38,0.984
"1708",1708,1708,125,10,"""scale-free""",25,1,25,75,500,"count turtles",1708,125,124,2.3,33,1.48484848484848,0,104.878787878788,0.0411045053252726,0.00629187383305689,0.19255563622787,8,1.25,0,60.5,0.0334232617036231,0.00538952888553094,0.195352397368277,8,1.375,0,46,0.0760775886131008,0.00594354808785455,0.197909647929135,76,2.34210526315789,0,364.592105263158,0.0836063975261053,0.00923294141739525,0.208440072856441,50,1.016
"1709",1709,1709,125,10,"""scale-free""",25,1,25,75,500,"count turtles",1709,125,124,2.4,36,1.88888888888889,0,211.5,0.0768630710296352,0.00773833604024253,0.176500623301491,5,2.4,0,241.8,0.0594243963008354,0.00977723764200508,0.170518847614094,4,1.5,0,61.5,0.0342896953963963,0.00650858197119954,0.170773794401152,80,2.025,0,356.5875,0.070673520143727,0.00808124233070556,0.178605423678038,38,0.952
"1710",1710,1710,125,10,"""scale-free""",25,1,25,75,500,"count turtles",1710,125,124,1.4,34,2.14705882352941,0,397.764705882353,0.0801461153601681,0.00854232465253592,0.183553749207775,6,2.16666666666667,0,372,0.047396351469731,0.00883795243085333,0.172228190586331,6,1.33333333333333,0,118.833333333333,0.0442409589255182,0.0056660088521499,0.167384705749505,79,1.94936708860759,0,270.316455696203,0.0585421632376122,0.00788021764703492,0.178352342937,38,0.992
"1711",1711,1711,125,10,"""scale-free""",25,1,50,25,500,"count turtles",1711,125,124,2.2,34,2.02941176470588,0,342.647058823529,0.104431581332695,0.00804459605871411,0.197117887782611,5,3,0,472.4,0.114399543025561,0.0116760252114663,0.200900810118059,6,3.16666666666667,0,929.833333333333,0.144606853113245,0.0118587727016986,0.213319760148213,80,1.8125,0,195.7625,0.0577061068206118,0.00746188714670246,0.178637176061418,37,0.944
"1712",1712,1712,125,10,"""scale-free""",25,1,50,25,500,"count turtles",1712,125,124,2,33,2.06060606060606,0,323.636363636364,0.097337832835738,0.00826962148132166,0.180374208764593,6,1.33333333333333,0,60.8333333333333,0.0636662687637479,0.00571995745179839,0.163827801356622,8,1.375,0,61.25,0.054628458665538,0.00579656535063396,0.175318647556886,78,2.06410256410256,0,335.782051282051,0.0926020370319577,0.00828731055898107,0.17522647128528,47,1.008
"1713",1713,1713,125,10,"""scale-free""",25,1,50,25,500,"count turtles",1713,125,124,3.8,35,1.68571428571429,0,274.571428571429,0.0419596603784364,0.00698499872392774,0.188959356034003,7,1.14285714285714,0,17.5714285714286,0.0398354609662034,0.00516114743423931,0.175856982371093,5,1.8,0,145.8,0.0256892028028538,0.00749967976630053,0.186587661642767,78,2.20512820512821,0,299.948717948718,0.0782611142551662,0.00874228992040194,0.198633207267657,41,1.016
"1714",1714,1714,125,10,"""scale-free""",25,1,50,25,500,"count turtles",1714,125,124,2,33,2.03030303030303,0,232.818181818182,0.0829548458026949,0.00815454632888039,0.200961904729571,6,4.66666666666667,0,1150,0.179462812085958,0.0170116040694297,0.199483510670667,5,1.2,0,24.6,0.021855378378039,0.00532501152469092,0.183599133307018,81,1.81481481481481,0,233.185185185185,0.058755721200661,0.00743463319885079,0.194385117481462,38,0.808
"1715",1715,1715,125,10,"""scale-free""",25,1,50,25,500,"count turtles",1715,125,124,1.6,32,2.03125,0,394.3125,0.0920979942461671,0.00811429807653321,0.175877358497537,8,1.875,0,209.25,0.0713541739836567,0.00766697839023656,0.17477276266087,6,2,0,161.5,0.0392059937668038,0.00832020661356528,0.160536890051935,79,1.9746835443038,0,284.645569620253,0.100983905823014,0.00796310626262852,0.178010917860785,43,0.96
"1716",1716,1716,125,10,"""scale-free""",25,1,50,25,500,"count turtles",1716,125,124,2,35,2.02857142857143,0,287.171428571429,0.0696309177732908,0.00818864464350091,0.203790818905651,6,1.5,0,81.3333333333333,0.0328371728377973,0.00639067784835073,0.204548883457955,5,1.6,0,145,0.0230775093301272,0.00662906397207027,0.203826530452878,79,2.0253164556962,0,261.518987341772,0.0758331639728084,0.00812541836110142,0.205056466710297,36,1.032
"1717",1717,1717,125,10,"""scale-free""",25,1,50,25,500,"count turtles",1717,125,124,1.7,33,2.72727272727273,0,565.424242424242,0.135857230516057,0.0105728533118481,0.172149723045711,5,1.2,0,48.8,0.060059173966879,0.00531268350790167,0.149132112037989,7,2,0,639,0.0845516263413842,0.00789854926528748,0.180044823579116,80,1.725,0,214.125,0.0954259344794126,0.00711553222890613,0.163678846066997,45,1.032
"1718",1718,1718,125,10,"""scale-free""",25,1,50,25,500,"count turtles",1718,125,124,1.5,34,2.26470588235294,0,265.235294117647,0.0680232904174055,0.00909128815377564,0.197834358866078,5,1.2,0,96,0.0179452980996885,0.00533326470850585,0.16841317410704,7,2.14285714285714,0,470.285714285714,0.107850031740314,0.0083611737570476,0.213858835909719,79,1.89873417721519,0,263.822784810127,0.0778493618596308,0.0076671096573388,0.194728027614077,48,1.024
"1719",1719,1719,125,10,"""scale-free""",25,1,50,25,500,"count turtles",1719,125,124,1.7,33,2.24242424242424,0,211.454545454545,0.0761550223698292,0.00906112826329253,0.177551241082581,7,3,0,453.571428571429,0.0585114238179817,0.0114681819512133,0.182788487538538,6,2,0,479.166666666667,0.0367271113265777,0.00804648662478126,0.173655273136056,79,1.78481012658228,0,314.050632911392,0.0723619460268306,0.00724590599878691,0.176113448127997,42,0.808
"1720",1720,1720,125,10,"""scale-free""",25,1,50,25,21,"count turtles",1720,125,124,1.5,31,2.61290322580645,0,372.870967741935,0.0997039181853484,0.0101823788749114,0.188312145341645,6,1.16666666666667,0,224,0.0405692622317908,0.00502306563845658,0.191676714747718,7,2.85714285714286,0,437.285714285714,0.0741505370436518,0.0111731576072402,0.196706274487637,81,1.72839506172839,0,240.246913580247,0.0655225191880992,0.00711105873822623,0.185502945817993,42,1.064
"1721",1721,1721,125,10,"""scale-free""",25,1,50,25,500,"count turtles",1721,125,124,2.1,35,1.82857142857143,0,203.885714285714,0.112511220148678,0.00741030622874859,0.180769354005211,6,2.83333333333333,0,752.333333333333,0.134532053767698,0.0108452550893429,0.186693114511274,7,1.57142857142857,0,103.571428571429,0.0751405263685106,0.00673337831804935,0.165477622294462,77,2.02597402597403,0,330.480519480519,0.0975658935681741,0.008161481860148,0.173891294693516,36,0.936
"1722",1722,1722,125,10,"""scale-free""",25,1,50,25,500,"count turtles",1722,125,124,2.5,35,1.51428571428571,0,120.828571428571,0.0496793506784985,0.00636518914918782,0.192647094311936,7,1.42857142857143,0,103.571428571429,0.0564364665500836,0.00602483497588226,0.196046207840025,5,1.2,0,24.6,0.107496146553326,0.00519793548252898,0.207170283845536,78,2.29487179487179,0,352.038461538462,0.0781630189870567,0.0090904468914693,0.20258843587918,51,1
"1723",1723,1723,125,10,"""scale-free""",25,1,50,25,500,"count turtles",1723,125,124,1.5,34,1.67647058823529,0,168.529411764706,0.0834813202825805,0.00681382049102047,0.202291604741298,6,4,0,1271,0.212759089469022,0.0145725100833674,0.214990211826448,7,2,0,139.714285714286,0.0571688623097315,0.00823242477303776,0.198484797373794,78,1.96153846153846,0,240.564102564103,0.0781557859277533,0.00799061627427993,0.193754814774956,33,0.888
"1724",1724,1724,125,10,"""scale-free""",25,1,50,25,500,"count turtles",1724,125,124,1.6,32,1.65625,0,209.125,0.055643594441062,0.00682573362190368,0.188374774705836,6,2.33333333333333,0,364.666666666667,0.0913979479158509,0.00942647273582314,0.185289381498807,5,5.8,0,1739.4,0.274995107553423,0.0210009520921154,0.227600585362403,82,1.85365853658537,0,215.890243902439,0.0560722667138794,0.00756113325882398,0.185514834822251,39,0.904
"1725",1725,1725,125,10,"""scale-free""",25,1,50,25,500,"count turtles",1725,125,124,2.3,33,1.87878787878788,0,299.69696969697,0.0804043606856327,0.00766363237009395,0.168698400081146,7,1.42857142857143,0,198,0.0694160341239537,0.00600693238729379,0.173226030841706,8,2,0,181.75,0.0867899893539112,0.00816128669381562,0.168545345922267,77,2.07792207792208,0,354.363636363636,0.0691095390984769,0.00830858846136777,0.167795872542762,47,0.944
"1726",1726,1726,125,10,"""scale-free""",25,1,50,25,500,"count turtles",1726,125,124,2.3,33,2,0,269.848484848485,0.0649818618328203,0.00805675365057412,0.172709735577692,7,1.71428571428571,0,121.428571428571,0.0572749517270316,0.00724855511596724,0.156561691343336,5,2.4,0,264.6,0.0836439018248811,0.00978206689456416,0.173243331217257,80,1.975,0,346.775,0.0907081465727502,0.00793096136558078,0.174836931187777,39,1.016
"1727",1727,1727,125,10,"""scale-free""",25,1,50,25,500,"count turtles",1727,125,124,1.3,32,1.9375,0,408.46875,0.0726678124967954,0.00783577108650897,0.175447844716887,6,1.83333333333333,0,102.166666666667,0.0855967042312994,0.00768093482778591,0.175904193484035,5,1.8,0,97.8,0.0341794470417606,0.00770106366955994,0.170595281970727,82,2.02439024390244,0,302.670731707317,0.0694532052958803,0.00810566338923411,0.172582133695565,43,1.024
"1728",1728,1728,125,10,"""scale-free""",25,1,50,25,500,"count turtles",1728,125,124,1.5,35,1.82857142857143,0,186.485714285714,0.0783763164499846,0.00739541710717693,0.239272872039434,6,1.16666666666667,0,20.5,0.0846453588299303,0.0050617222469328,0.246556809973936,7,1.71428571428571,0,154.571428571429,0.0897360299235009,0.00694065114394358,0.247272804359331,77,2.14285714285714,0,247.532467532468,0.0740580438920663,0.00860007155531956,0.230975151890883,41,1.024
"1729",1729,1729,125,10,"""scale-free""",25,1,50,25,500,"count turtles",1729,125,124,1.9,33,2.3030303030303,0,443,0.0833701843169228,0.00908507105358864,0.17450976703824,7,2.14285714285714,0,271,0.116638902804059,0.00842718572133232,0.202177965031655,5,2.2,0,194,0.0715090888789413,0.00891000794027196,0.190331447054567,80,1.825,0,255.125,0.0671225628041311,0.00745815394351111,0.175433748183277,39,0.992
"1730",1730,1730,125,10,"""scale-free""",25,1,50,25,500,"count turtles",1730,125,124,1.4,34,2.23529411764706,0,239.647058823529,0.097965581051791,0.00896711836272349,0.190296364710537,7,2.28571428571429,0,157.285714285714,0.0956563985044324,0.00947035809524924,0.184945489542732,6,1.33333333333333,0,40.8333333333333,0.071848877995163,0.00589916705396703,0.171473275625007,78,1.8974358974359,0,316.025641025641,0.125781138467451,0.00760808290611352,0.193387222651361,49,0.984
"1731",1731,1731,125,10,"""scale-free""",25,1,50,25,500,"count turtles",1731,125,124,1.8,33,1.84848484848485,0,303.212121212121,0.107154552519266,0.00758442390673498,0.178788961559673,7,1.42857142857143,0,104,0.0784581561741126,0.00604286614983403,0.180371548952683,7,4.28571428571429,0,1113.28571428571,0.279918069275801,0.0158592072710743,0.210128617357079,78,1.88461538461538,0,228.935897435897,0.0939990761952511,0.00764614739912035,0.179916793050536,43,1.016
"1732",1732,1732,125,10,"""scale-free""",25,1,50,25,500,"count turtles",1732,125,124,1.4,34,1.91176470588235,0,203.911764705882,0.0756015379360545,0.00777934382091585,0.199956869064817,5,1.6,0,73.8,0.0313930709953754,0.00691440679980513,0.179230987747443,6,1.66666666666667,0,140,0.0441830083122987,0.00698237116848417,0.182056701549928,80,2.0625,0,314.1,0.0717209763829364,0.00823795061348663,0.197189577140803,51,1
"1733",1733,1733,125,10,"""scale-free""",25,1,50,25,500,"count turtles",1733,125,124,1.7,35,1.6,0,127.485714285714,0.0691641452320671,0.00668622313561495,0.168445413456831,6,1.66666666666667,0,81.5,0.0653864993808033,0.00710890421052526,0.168643525324206,6,1.83333333333333,0,121.666666666667,0.0953343929253524,0.00754978143464064,0.174970409742734,78,2.19230769230769,0,439.935897435897,0.0793399209854921,0.00869269328695488,0.16930605117305,43,1.024
"1734",1734,1734,125,10,"""scale-free""",25,1,50,25,500,"count turtles",1734,125,124,1.1,32,1.875,0,177.75,0.0856412668516024,0.00768482122540341,0.184760841608599,6,1.5,0,140.833333333333,0.0678951715124821,0.00624296757099717,0.188085010208955,6,1.66666666666667,0,82,0.0428700203057614,0.00718958419494792,0.169813041741473,81,2.08641975308642,0,345.864197530864,0.101786056595535,0.0083146964221163,0.188790276719137,47,1
"1735",1735,1735,125,10,"""scale-free""",25,1,50,25,500,"count turtles",1735,125,124,1.3,33,2.06060606060606,0,410.515151515152,0.112756358128305,0.00824910287357586,0.153760188615144,6,3.16666666666667,0,1304.5,0.19976110218422,0.0118679473299715,0.160892507617302,5,2.2,0,1055.8,0.155663799989132,0.00832772156974438,0.168823509963171,81,1.85185185185185,0,227.913580246914,0.0848592284433624,0.00759176930053636,0.150214375955576,30,0.688
"1736",1736,1736,125,10,"""scale-free""",25,1,50,25,500,"count turtles",1736,125,124,2.4,32,2.375,0,391.40625,0.139010520879411,0.00942236660588967,0.178325531747364,6,1.5,0,61.3333333333333,0.118811476476153,0.00637797538383112,0.164593639265029,6,2.5,0,376,0.124646484566679,0.00962932466090419,0.184526500417168,81,1.82716049382716,0,297.074074074074,0.113608729006727,0.00743753664621134,0.166575688941051,48,1.016
"1737",1737,1737,125,10,"""scale-free""",25,1,50,25,500,"count turtles",1737,125,124,1.8,33,2.15151515151515,0,376.484848484848,0.0916220970995971,0.00854405425105642,0.178246623152706,6,1.16666666666667,0,40.6666666666667,0.041106111354542,0.00511033261383124,0.162742197966332,7,1.71428571428571,0,186.285714285714,0.0631819860938477,0.00715801298761772,0.162074228258686,79,2,0,308.506329113924,0.0905881028841769,0.00806681168504844,0.175497456074354,48,1.016
"1738",1738,1738,125,10,"""scale-free""",25,1,50,25,500,"count turtles",1738,125,124,2.1,35,1.71428571428571,0,171.542857142857,0.049080081655072,0.00706999996997461,0.194521925596208,6,1.83333333333333,0,120.333333333333,0.0847402566620211,0.00754169026583699,0.192917062792382,6,1.33333333333333,0,41,0.0564150779104114,0.0058472014165606,0.186500602533764,78,2.16666666666667,0,329.846153846154,0.0778527449002401,0.00861816219175003,0.202134919120665,48,0.984
"1739",1739,1739,125,10,"""scale-free""",25,1,50,25,500,"count turtles",1739,125,124,2,33,1.75757575757576,0,215.484848484848,0.0636541439130467,0.007238459973529,0.194230110579232,7,1.85714285714286,0,206,0.0228349185277772,0.00794648686331558,0.156052948305457,8,1.125,0,15.375,0.0829762325892948,0.00482112106700288,0.202060148428563,77,2.18181818181818,0,333.298701298701,0.0874789328020896,0.00866151226356248,0.195999905105344,40,0.992
"1740",1740,1740,125,10,"""scale-free""",25,1,50,25,500,"count turtles",1740,125,124,5.1,35,1.8,0,192.6,0.0849133221776882,0.00733102850672494,0.221009825377335,6,2.83333333333333,0,398,0.0905983583943967,0.0109476217017659,0.229794365162718,7,1.42857142857143,0,52.2857142857143,0.0848429550858503,0.00591968183286983,0.227346107913165,77,2.05194805194805,0,258.324675324675,0.0814906239496611,0.00826351297693431,0.212569898256129,38,0.84
"1741",1741,1741,125,10,"""scale-free""",25,1,50,50,500,"count turtles",1741,125,124,1.3,33,2.39393939393939,0,436.575757575758,0.147083045491777,0.00938710323607194,0.199716674507005,7,2.42857142857143,0,480.714285714286,0.171609593169448,0.0092451042713223,0.188235403345567,6,2.5,0,640.166666666667,0.133668426366192,0.00960571697014841,0.198264303699583,79,1.73417721518987,0,150.721518987342,0.119586459516699,0.00718829824670227,0.19103520346026,21,0.864
"1742",1742,1742,125,10,"""scale-free""",25,1,50,50,500,"count turtles",1742,125,124,1.8,35,2.28571428571429,0,445.314285714286,0.138388360500931,0.00894450543486502,0.206530147048665,7,2.71428571428571,0,379,0.128717528920997,0.0105425811752976,0.196582177583395,4,1.5,0,61.25,0.0760388251301967,0.00628110261707847,0.197675955089756,79,1.81012658227848,0,187.088607594937,0.0835330128735448,0.00744328900106743,0.191803212632351,26,0.904
"1743",1743,1743,125,10,"""scale-free""",25,1,50,50,500,"count turtles",1743,125,124,1.3,33,1.78787878787879,0,206.363636363636,0.0828478935373241,0.00729948736012949,0.176273164874919,6,2.33333333333333,0,319.5,0.154263773664208,0.00916818308912181,0.205289629824247,7,2.57142857142857,0,694.714285714286,0.146424709264444,0.00989020850403218,0.199202367308431,79,1.9873417721519,0,291.417721518987,0.110572331625351,0.00803640960826292,0.181076866667335,25,1
